quizGroup type="WordMapping" promptType="German word" responseType="English word" mainSeparator="|" currentPromptNumber="0" isActive="true"
einwohner|population|
erwachse|adult|
gekürt|voted|
geschlecht|sex|
großzügig|generously|
haar|hair|
herausfordere|challenge them|
siege|victory|
überschreibe|overwrite|
schuljahr|school year|
erlebnis|experience|
gefährde|hazardous|
gewöhnst|get used|
offensive|offensive|
feste|fixed|
symbol|icon|
öffne|open|
übergab|handed|
aussehe|look|
beginns|commencement|
behielt|retained|
gesetz|law|
herstelle|manufacturing|
kostest|kostest|
lager|camp|
schuld|responsible|
zurückgekehrt|back|
zustimmst|agree|
gewiß|certainly|
abweiche|differs|
anführens|anführens|
befugt|authorized|
bzw|or|
demokratin|Democrat|
entschloss|decided|
getragen|worn|
gürtel|belt|
heirat|marriage|
jährig|year|
literat|man of letters|
medici|medici|
religion|religion|
schaut|looks|
theoretisch|theoretically|
tiefe|depth|
verstoss|violation|
überzeug|convincing|
auszeichne|distinguishing|
meines|my|
vorwärme|Preheating|
marmor|marble|
säule|column|
begreife|understand|
betriff|betriff|
geschieht|done|
kontrolliere|controlling|
lachst|laugh|
münchau|Münchau|
neugier|curiosity|
schwert|sword|
stellvertreten|Deputy|
ähnliches|like|
ansprüche|claims|
ausbruch|outbreak|
betrug|was|
brüder|brethren|
elend|miserable|
erkennst|recognize|
geradezu|almost|
gründest|least green|
mehrfach|multiple|
mischst|shuffle|
positiv|positive|
preis|price|
sold|pay|
tatsache|fact|
unzählig|countless|
verband|association|
vermeide|avoid|
verwandt|related|
verwende|use|
wenders|wenders|
womit|with which|
zumindest|at least|
zusammenarbeit|cooperation|
abhängig|dependent|
belegt|occupied|
blüte|bloom|
einschränke|restricts|
gegenwärtig|currently|
gelesen|Read|
gestaltern|designers|
innern|inner|
kenne|know|
morden|murder|
problematik|problem|
sahen|saw|
schreck|fright|
selbständig|independently|
unternehme|corporate|
verständigst|verständigst|
verursachst|verursachst|
aufklärst|enlightening|
ausland|foreign countries|
beitrag|contribution|
besetzung|occupation|
denkt|thinks|
musikalisch|musical|
römer|Roman|
vermeine|vermeine|
ausgelebt|lived out|
bereich|area|
erledige|Kill|
geringst|the lowest|
juni|June|
klassisch|classical|
krank|ill|
länge|length|
vermische|mix|
angezeigt|displayed|
aktive|active|
begebt|begebt|
geduid|geduid|
gegenseite|against page|
grundsätze|Principles|
half|helped|
hinsicht|respect|
kenntnisse|knowledge|
kommentiere|Comment|
künstlerin|artist|
paradiere|para diere|
schlechtere|worse|
verkauf|sale|
verteidige|defending|
zählen|count|
abgelöst|replaced|
allerlei|all kinds of|
auflöst|dissolves|
drückst|press|
eigenes|own|
einzig|only|
feinde|enemies|
fremder|foreign|
geschäft|business|
geändert|changed|
konflikte|Conflicts|
lebendem|living|
mangeln|lack|
schutts|debris|
sorgst|sorgst|
streit|dispute|
stürzt|crashes|
vergleich|comparison|
verkündern|heralds|
vierte|fourth|
volkers|Volkers|
winter|winter|
überleg|überleg|
befürchte|fear|
entschluß|decisive or|
gebrauchst|gebrauchst|
gefahren|driven|
gefiel|liked|
gekannt|known|
gescheitem|gescheitem|
geworfen|thrown|
julian|julian|
las|read|
schuldig|guilty|
überschrieb|wrote about|
beweg|moving|
letztlich|ultimately|
vielfalt|diversity|
zugang|access|
sitzend|sitting|
anzusehen|to see|
armen|poor|
begleite|accompany|
blei|lead|
dicke|thickness|
eingeschränkt|restricted|
erfolglos|unsuccessful|
erlebnisse|experiences|
erzeugst|are generating|
freust|looking forward|
friedrich|friedrich|
froh|happy|
gestatte|permit|
gewarnt|warned|
gewährleiste|toolbar provides|
konservativ|conservative|
konzentrierst|concentrate|
löwe|Lion|
mittelpunkt|center|
mächte|Powers|
pferd|horse|
philosophie|philosophy|
produziere|produce|
unglück|accident|
verhältnisse|conditions|
vermöge|virtue|
verteiit|verteiit|
wünschen|wish|
zweimai|zweimai|
ehrfurcht|awe|
junger|young|
pater|father|
vornehmes|distinguished|
nacken|neck|
aufgebaut|up|
benutze|use|
bezeichne|call|
deutsch|German|
gegenstände|Items|
geleitest|geleitest|
gerufen|called|
kritik|criticism|
lord|lord|
läufig|in heat|
schick|chic|
schlage|suggest|
vorgehen|proceed|
wirtschaft|economy|
zeile|line|
zitierst|cite|
befestige|attach|
bestrebe|bestrebe|
erhöhst|raise|
erläutere|explain|
ermordens|murdering|
festen|fixed|
gefegt|swept|
kanns|Kann|
verleihs|rental|
widerlege|disprove|
nebst|together with|
läßt|can|
beweis|evidence|
dauerhaft|permanent|
demonstriere|demonstrate|
drängle|fidget|
historik|Historic|
hut|hat|
höhepunkt|peak|
leider|unfortunately|
mönch|monk|
räum|spatial|
souverän|sovereign|
wohnt|lives|
zimm|zimm|
übersehe|overlook|
außerordentlich|extraordinarily|
beauftrage|instruct|
entlaste|relieve|
erhebe|raise|
fröhlich|merry|
intelligence|intelligence|
interessierst|interested in|
wiedervereinige|wiedervereinige|
übrig|left|
aussicht|view|
berühr|Touch|
beute|prey|
gutes|good|
ideen|ideas|
jag|jag|
langer|long|
pläne|plans|
schätzt|estimates|
strebt|aims|
umgang|handling|
verblieb|remained|
waff|waff|
wähle|select|
the|The|
ausgehen|go out|
bau|construction|
bezweifele|doubt|
fürsten|prince|
herren|Gentlemen|
hinein|inside|
kaiserlich|imperial|
kämpfend|fighting|
mauer|wall|
metall|metal|
nationalem|national|
opfern|sacrifice|
prüfung|test|
rein|purely|
schwarm|swarm|
suchst|looking for|
verlege|publishing|
verlegst|verlegst|
verringernd|verringernd|
wichtigere|more important|
zuschaue|zuschaue|
östlich|east|
elite|elite|
aufgehst|risest|
begab|went|
benötige|need|
entdecke|discover|
erschütterns|erschütterns|
erziehn|educate|
gebaut|built|
hartnäckig|persistent|
hängen|hang|
körpers|body|
lust|desire|
verdecke|obscures|
verheirate|marry|
weltweit|worldwide|
bestürme|assail|
fritz|fritz|
geweih|antlers|
auß|Auss|
berliner|Berliner|
besagst|besagst|
bestellst|orders of|
bürger|citizen|
dominierst|dominating|
eigentümlich|strange|
gebung|environment|
gelöst|solved|
gerecht|just|
hannes|hannes|
herbem|bitter|
hinterland|hinterland|
hoffst|hope|
hungernd|hungry|
hübsch|pretty|
immerhin|after all|
internaten|boarding|
liegend|lying|
nützlich|useful|
ohr|ear|
philosoph|philosopher|
raschele|raschele|
schneiden|cut|
severa|severa|
südlich|south|
verfehlst|verfehlst|
versorgst|versorgst|
wunderbar|wonderful|
abhandlung|treatise|
aufsuche|exploration for|
außenpolitik|foreign policy|
bein|leg|
beschleunige|accelerating|
eins|one|
einsicht|insight|
feindlichem|enemy|
ferne|distance|
galego|galego|
gemein|common|
gezeichnet|subscribed|
gründlich|thoroughly|
kilometer|kilometer|
kritisiere|criticize|
methode|method|
münden|flow|
reinem|pure|
sand|sand|
sitte|custom|
tätigkeit|activity|
verzichtes|waiver|
übereile|to hasten|
abgelehnt|rejected|
anderthalb|one and a half|
bezahle|pay|
dankst|thanking|
einheimisch|native|
ergebnis|result|
erworben|acquired|
feld|field|
geschützt|protected|
interne|internal|
jahrzehnt|decade|
jahrzehnten|decades|
lehnt|declines|
provinzen|provinces|
reaktion|reaction|
schafe|Sheep|
schriftlich|in writing|
spence|spence|
treue|loyalty|
wirksam|effective|
allzu|all too|
angedeutet|implied|
beschäme|shame|
freilich|of course|
mochte|did|
ausführst|ausführst|
autoritär|authoritarian|
deute|interpret|
grab|grave|
lei|lei|
leuchter|candlestick|
studios|studios|
unangenehm|unpleasant|
unterschrieb|signed|
verfasse|compose|
vergessend|Forgetting|
verglich|compared|
verrichten|perform|
vorläufig|provisionally|
vorzeige|showcase|
warschau|warsaw|
überprüfe|check|
antoniae|antoniae|
aufstelle|lays down|
bessern|improve|
betreibe|pursuing|
bewohnst|inhabit|
drang|urge|
fertig|ready|
füllst|fill|
gereiche|redound|
gesamtem|entire|
gläubig|religious|
holt|obtained|
instrument|instrument|
laden|invite|
lehre|teaching|
lässt|can|
mächtiges|powerful|
prinzipiell|in principle|
selbstverständlich|of course|
verfolge|follow|
wohnen|live|
zufaii|zufaii|
überflüsse|excesses|
übernahm|took|
graner|Graner|
verschied|different|
altert|ages|
and|and|
angebot|offer|
annahm|accepted|
araber|Arab|
aufgegeben|given up|
begünstige|favoring|
berechne|compute|
bewick|taping|
etabliere|establishing itself|
früh|early|
gang|course|
gehe|go|
gestern|yesterday|
herd|stove|
interessant|interesting|
klan|clan|
kräften|forces|
meter|meter|
ministerien|Ministries|
nutze|use|
stuf|stuf|
stützt|based|
trete|kick|
umgehe|Circumvent|
ungeachtet|regardless|
unsicher|uncertain|
unterhaltung|entertainment|
verlorenem|lost|
lieblich|sweet|
kopfe|head|
arabia|arabia|
bände|associations|
eingenommen|taken|
einrichtung|facility|
enger|close|
enthält|contains|
erbaust|erbaust|
erfindung|invention|
fasse|summarize|
fürchtest|fear|
hinterliess|left behind|
hole|get|
knie|knee|
konflikt|conflict|
ludwig|ludwig|
meldung|message|
mitten|in the middle|
mühsal|toil|
organisation|organization|
osteuropa|Eastern Europe|
steckst|steckst|
stärke|strength|
unterlag|subject|
verbrannt|burnt|
wahrnehme|perceive|
warf|threw|
ausarbeite|ausarbeite|
geistes|humanities|
gerügt|reprimanded|
müßt|must|
siebt|seventh|
ton|sound|
überrage|about rage|
bart|beard|
beseitigen|eliminate|
bewährst|bewährst|
bundde|bundde|
bäume|trees|
gefaxt|faxed|
gestalte|Create|
heiße|hot|
klingen|sound|
kulturelle|cultural|
mund|mouth|
sehnst|longing|
sozialem|social|
umstritten|controversial|
vergleiche|compare|
wissenschaftliche|scientific|
zurückgezogen|withdrawn|
eigelb|yolk|
jünglingdu|jünglingdu|
museen|museums|
privatem|private|
unserm|our|
abschaffst|abschaffst|
anlegen|invest|
ausgab|spending|
bank|Bank|
bauten|built|
flog|Flew|
großteil|bulk|
herstellst|herstellst|
jegliche|any|
lösen|solve|
lüg|do not lie|
regen|rain|
ruhm|fame|
stabia|Stabia|
taucht|dips|
text|text|
verben|verbs|
aussprach|pronounced|
durchführe|by lead|
furchig|furrowed|
prüfen|check|
reist|travels|
schulz|schulz|
schwächel|schwächel|
umgekehrt|conversely|
verdoppele|Duplicate|
vollzog|occurred|
wanderst|wander|
zuhörens|listening|
beispielsweise|for example|
briefe|letters|
empörst|empörst|
enge|close|
erholt|recovered|
erstes|first|
europas|europe|
geprüft|tested|
geschwächt|weakened|
hinten|behind|
kund|known|
mangels|for lack of|
maße|mass|
mitarbeiter|employee|
mitgebracht|brought|
nachkomme|descendant|
nutzt|uses|
periode|period|
rande|the edge|
revolution|revolution|
sicherheit|security|
sogleich|immediately|
tödlich|fatal|
umgebung|environment|
unfähig|incapable|
versprech|promise|
zuge|been|
zusammenhang|context|
befreunde|befriend|
beunruhige|troubled|
kardial|cardiac|
zauberer|magician|
erz|ore|
größtenteils|largely|
ahnung|idea|
bewußt|aware|
drängele|drängele|
erstaune|astonished|
kindlich|childlike|
vergnüge|take delight|
annehme|assume|
arten|species|
brutale|brutal|
entspannst|relax|
erwachst|wake up|
gebet|prayer|
gehoren|belong|
gemeinden|communities|
gerede|talk|
glanz|shine|
institut|institute|
mission|mission|
nahrung|food|
posten|post|
religiös|religious|
schätze|wealth|
schützin|markswoman|
studierst|studying|
verdränge|displacing|
verkauft|sold|
verlang|slowed|
verweint|tear-stained|
angreife|attacking|
bedürfnis|need|
donald|donald|
düsseldorf|Dusseldorf|
einschließe|inclusive|
erhoffst|erhoffst|
erwies|was found|
flamme|flame|
fürcht|fear|
fürst|prince|
gleichgewicht|balance|
gotte|gotte|
gründung|foundation|
hande|hande|
hinreiche|hinreiche|
jung|young|
nirgends|nowhere|
norden|north|
rand|edge|
rückt|moves|
sagten|said|
schließt|closes|
sohnes|son|
verkehr|traffic|
verträge|contracts|
voraussetzt|requires|
wolfgang|wolfgang|
übernehm|acquiring|
beruhigst|beruhigst|
draußen|out|
empfange|receive|
hirten|shepherd|
komplizierst|komplizierst|
krakau|krakow|
vermocht|been able|
weltgeschichte|world history|
zierlich|delicate|
altes|old|
davor|before|
eng|closely|
fließe|flowed|
gefragt|in demand|
konzentrier|concentrated|
mari|mari|
problem|problem|
scharf|sharp|
schuf|created|
wachsendem|growing|
ablehnst|reject|
abschluß|completion|
aktuar|actuary|
anvertraue|entrust|
ausreiche|sufficient|
bedeutsam|significant|
begegnung|meeting|
beraubst|rob|
brunnen|well|
doppelte|double|
dorthin|there|
eintrage|entries|
gelassenem|placid|
geschont|spared|
göttin|goddess|
herzog|duke|
professor|professor|
schlüsse|connections|
schwanes|swan|
sichtlich|visibly|
silbern|silver|
strafe|penalty|
verführst|seduce|
verschlechtere|deteriorating|
eingewebt|inwoven|
erkranke|becomes ill|
erneuere|Renew|
herrlich|wonderful|
prophezeie|predict|
tragisch|tragic|
würdig|worthy|
jakobl|jakobl|
auftritt|occurs|
dimension|dimension|
gebot|bid|
griffe|handles|
irrtum|error|
jenseits|beyond|
kunstwelt|art world|
mask|mask|
mittlerweile|meanwhile|
parisa|Parisa|
richie|richie|
rot|red|
schnelle|fast|
schweiss|sweat|
schwäche|weakness|
spüre|feel|
symbolik|symbolism|
tier|animal|
todes|death|
tot|dead|
verbreite|spread|
verfall|decay|
wagt|ventures|
widerspreche|contradicts|
zentrum|center|
zweck|purpose|
holz|wood|
massive|massive|
anerkannt|recognized|
anzeigen|show|
belohnst|belohnst|
beschlagnahme|seizure|
bittere|bitter|
brie|Brie|
entführst|abduct|
ergebe|apparent|
fruchtbare|fertile|
fügt|adds|
geglaubt|believed|
gliedern|divide|
interpretiere|interpret|
karl|karl|
kümmern|care|
nachmittag|afternoon|
ordentlich|properly|
runde|round|
scharfe|sharp|
steuern|control|
tee|tea|
weh|woe|
zwangt|zwangt|
bezeichnung|designation|
bezog|related|
deswegen|therefore|
erhaben|sublime|
fronten|fronts|
fährst|are going|
gottheit|deity|
herman|herman|
marsch|march|
romane|novels|
spiegei|spiegei|
trafen|met|
versammle|gather|
buchstaben|letters|
erstarre|freeze|
front|front|
kennenlerne|get to know|
kriegend|kriegend|
wahrhaftig|true|
überaii|überaii|
grazer|grazer|
anblick|sight|
anfordere|anfordere|
auffinde|find me|
aufs|again|
ausbreite|spreading|
ausgezeichnet|excellent|
auswärtig|away team|
blume|flower|
flüge|flights|
franzos|Frenchman|
inmitten|amidst|
korrigiere|correct|
körperlich|physically|
lipp|lipp|
moral|morality|
original|original|
ringen|wrestle|
seltne|Seline|
sobaid|sobaid|
spanns|Spann|
tötest|kill|
umfangreichem|extensive|
unsterblich|immortal|
untergeben|subordinate|
unterschiedlichem|different|
unterzeichnest|with draw|
verschulde|verschulde|
verunsichere|rattle|
verüben|commit|
vögele|vögele|
wirke|WOULD|
wohlhabend|wealthy|
zahlst|pay|
abgeschlossen|completed|
angekündigt|announced|
architektur|architecture|
ausgebildet|trained|
ausländisch|foreign|
christi|christi|
decke|ceiling|
engen|close|
franta|franta|
geruch|odor|
gespann|team|
jan|jan|
klima|climate|
merkmal|feature|
politiken|policies|
sommer|summer|
spürbar|noticeable|
traf|met|
ursprung|origin|
verhängst|verhängst|
wut|rage|
dergleichen|like|
alsbald|soon|
denkmal|monument|
ehrgeiz|ambition|
verkleide|dress up|
verschütte|spill|
anzeichen|sign|
aufgehabt|have been|
bauen|build|
bemerke|notice|
eindeutig|clearly|
eindringe|penetrate|
empfindlichem|sensitive|
erfährst|learn|
fläche|area|
getrennt|separated|
großartig|great|
kräftig|strong|
minute|minute|
mitmache|mitmache|
mond|Moon|
moralisch|morally|
neuem|new|
offensichtlich|obviously|
pflegst|pflegst|
schal|stale|
schauspiel|drama|
schimmels|mold|
spitzels|Infiltrator|
sprechens|crosstalk|
unbeweglich|immobile|
verfluche|curse|
übertrieb|exaggerated|
übt|exercises|
abzugeben|leave|
anstalt|institution|
phase|phase|
stern|star|
treibt|drives|
uhr|clock|
unternommen|made|
vorgenommen|made|
wirfst|throw|
wozu|why|
zeitschrift|journal|
quer|crosswise|
wofür|for which|
abteils|compartment|
alberst|silliest|
angabe|specification|
aufstieg|rise|
ausgleich|compensation|
bedarf|demand|
direct|direct|
diskussion|discussion|
durchgeführt|carried out|
fülle|abundance|
gebe|give|
gerechnet|expected|
getroffen|made|
greife|grab|
grundlegend|fundamental|
hafen|port|
hose|pants|
kehre|bend|
regionen|regions|
rest|residual|
schwächer|weaker|
schülerin|student|
seitdem|since|
sonstig|sonstig|
technik|technology|
typisch|typical|
tätig|active|
unruh|restless|
voraus|ahead|
vorbei|past|
vorwürfe|allegations|
weiteres|more|
werf|throw|
wohi|Wohi|
zunahm|increased|
überblick|overview|
oas|oas|
abgelegen|remote|
aufenthalt|stay|
aufführe|performers|
augustow|Augustow|
gewölbe|vault|
markiere|mark|
müd|tired|
persisch|Persian|
still|still|
aggressiv|aggressive|
ankündige|announcing|
aufgeführt|listed|
ausrichte|organizing|
ausscheide|Reject|
ausweite|extend it|
berechtige|qualifying|
bereitens|least prepared|
bestrafer|Punisher|
bewirkst|causest|
binden|bind|
dominas|dominas|
erbittern|incense|
erlebe|experience|
errang|won|
erteilst|specifically give|
geschnitten|sliced|
indisch|Indian|
innen|inside|
integriere|integral|
kommerziell|commercially|
konzept|concept|
monaco|monaco|
nachher|later|
profitiere|benefit|
räumst|agree that|
staatlichem|state|
ukraine|Ukraine|
umfasst|includes|
ursprünglichem|original|
vorwahl|area code|
wechseln|change|
ämter|Offices|
übermache|about doing|
überwinde|overcome|
überwunden|overcome|
beerdige|bury|
blühst|bloom|
entlegen|remote|
erweckst|awaken|
fingerig|fingered|
hirt|shepherd|
individuell|individually|
kloster|monastery|
rücke|Skidding|
unbegreiflich|incomprehensible|
veranlage|person assessed|
verhandein|verhandein|
aktion|action|
ans|to the|
astronom|astronomer|
befrei|Liberation|
beisein|presence|
drohende|threat|
ebene|level|
erbe|heritage|
geschenkt|given|
geöffnet|open|
hierzu|this|
minderem|minderem|
rate|rate|
reine|pure|
schreibt|writes|
stirb|Die|
stoße|bump|
szene|scene|
unklar|unclear|
verdienste|merits|
vorurteil|prejudice|
vögel|birds|
wan|wan|
zukünftig|future|
zusammenbruch|collapse|
zusammenhält|holds together|
zusätzliche|additional|
überraschende|surprising|
abends|in the evening|
abenteuer|adventure|
ereignis|event|
größter|largest|
hitze|heat|
hob|lifted|
nachfolge|succession|
niveau|level|
statur|stature|
stich|stitch|
viertel|quarter|
zunehmendem|increasing|
abreise|departure|
alterns|aging|
beibringe|teach|
brechen|break|
christel|christel|
funktioniere|functioning|
genera|genera|
gestorben|died|
gesunde|healthy|
gewagt|risky|
gewohnheit|habit|
lauf|run|
maries|maries|
möchten|would|
neutral|neutral|
panzer|tank|
phänomen|phenomenon|
